s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
174.4775180, 89653.6140125, 43185.4363267, 0.1641683, -0.0532599, 8.8677064, 0.3544115
175.3760168, 89654.5037697, 43185.5613561, 0.1143299, -0.0580445, 8.9063242, 0.3889713
176.2577175, 89655.3820757, 43185.6386518, 0.0601661, -0.0652891, 8.9454519, 0.3438564
177.1160347, 89656.2399860, 43185.6650781, -0.0000634, -0.0756854, 8.9732515, 0.1874660
177.9450633, 89657.0685558, 43185.6374994, -0.0684895, -0.0902502, 8.9807433, -0.0219440
178.7398761, 89657.8588405, 43185.5527802, -0.1477575, -0.1103761, 8.9692796, -0.2139694
179.4969458, 89658.6018955, 43185.4077847, -0.2411182, -0.1377624, 8.9436927, -0.6255876
180.2147470, 89659.2887762, 43185.1993774, -0.3523773, -0.1739550, 8.8658138, -0.9513200
180.8945909, 89659.9105379, 43184.9244227, -0.4854612, -0.2189622, 8.7937719, -0.9523461
181.5416986, 89660.4582359, 43184.5797849, -0.6431998, -0.2684264, 8.7221110, -1.3369767
182.1663636, 89660.9229257, 43184.1623285, -0.8250372, -0.3105047, 8.5982418, -1.5920350
182.7841002, 89661.2963608, 43183.6702465, -1.0165829, -0.2991311, 8.4923098, -1.3839907
183.4084765, 89661.5755743, 43183.1117793, -1.1947566, -0.2703525, 8.3959286, -1.3137677
184.0476826, 89661.7600132, 43182.4997607, -1.3583392, -0.2415014, 8.2945294, -1.1931420
184.7064515, 89661.8491369, 43181.8470483, -1.5091408, -0.2169199, 8.2094019, -0.9492637
185.3870335, 89661.8424047, 43181.1664997, -1.6500875, -0.1979883, 8.1398049, -0.7937300
186.0901649, 89661.7392761, 43180.4709723, -1.7843226, -0.1844482, 8.0745087, -0.6435144
186.8159334, 89661.5392105, 43179.7733237, -1.9147217, -0.1753214, 8.0260444, -0.4318350
187.5645190, 89661.2416672, 43179.0864114, -2.0436539, -0.1693549, 7.9952695, -0.1889976
188.3368274, 89660.8461056, 43178.4230930, -2.1728491, -0.1651867, 7.9901501, -0.0151611
189.1350237, 89660.3519851, 43177.7962260, -2.3033008, -0.1614216, 7.9922909, 0.0535470
189.9629628, 89659.7587651, 43177.2186680, -2.4351962, -0.1567355, 8.0010404, 0.0816130
190.8264922, 89659.0659195, 43176.7032576, -2.5674147, -0.1432774, 8.0095446, 0.0797151
191.7323689, 89658.2781054, 43176.2560869, -2.6767227, -0.1000808, 8.0186498, 0.0698420
192.6813017, 89657.4128143, 43175.8665426, -2.7552448, -0.0671660, 8.0257020, 0.0813145
193.6670009, 89656.4894895, 43175.5214711, -2.8085311, -0.0421419, 8.0382443, 0.1437899
194.6787922, 89655.5275743, 43175.2077187, -2.8406955, -0.0221045, 8.0614099, 0.1785701
195.7034165, 89654.5465121, 43174.9121314, -2.8542026, -0.0044835, 8.0833568, 0.1998921
196.7263222, 89653.5657461, 43174.6215557, -2.8499347, 0.0130253, 8.1120220, 0.2132408
197.7327040, 89652.6047196, 43174.3228376, -2.8272131, 0.0328028, 8.1367138, 0.1615353
198.7085137, 89651.6828761, 43174.0028235, -2.7836712, 0.0577318, 8.1513979, 0.1462154
199.6416743, 89650.8196588, 43173.6483596, -2.7149932, 0.0915680, 8.1709456, 0.2219964
200.5237828, 89650.0345111, 43173.2462921, -2.6147276, 0.1386965, 8.2006862, 0.2004401
201.3528060, 89649.3464660, 43172.7838275, -2.4791880, 0.1783226, 8.2128139, 0.0532236
202.1379366, 89648.7636559, 43172.2577454, -2.3338510, 0.1902926, 8.2111556, 0.0061541
202.8935612, 89648.2824302, 43171.6751731, -2.1881745, 0.1934541, 8.2139683, 0.0182119
203.6325156, 89647.8985511, 43171.0437538, -2.0465790, 0.1881862, 8.2144699, -0.0512579
204.3652976, 89647.6077809, 43170.3711304, -1.9124812, 0.1767484, 8.2047791, -0.3215099
205.0997769, 89647.4058819, 43169.6649458, -1.7878552, 0.1621137, 8.1568399, -0.4779614
205.8412117, 89647.2886164, 43168.9328432, -1.6732777, 0.1468946, 8.1183459, -0.3073144
